id,x,y,longitude,latitude,depth,strat,depth_bin
tut_0232,535.8015485873955,-1574.1722119847336,-170.66813182350216,-14.238890840608521,28.815598674003848,26,DEEP
tut_0233,536.7006485873937,-1574.682211984733,-170.65979066995789,-14.243490357833428,26.046373052071385,26,DEEP
tut_0234,546.9903485873754,-1574.8862119847327,-170.56440495189722,-14.245179859218403,18.239010054708523,26,DEEP
tut_0235,532.5048485874013,-1575.4982119847318,-170.69867488887942,-14.25092063009163,24.45288984588298,26,DEEP
tut_0236,540.8964485873862,-1575.4982119847318,-170.62088451015148,-14.250809721116132,22.127695590953447,26,DEEP
tut_0237,535.8015485873955,-1574.8862119847327,-170.66812239185705,-14.245346587953263,23.730793103028095,26,DEEP
tut_0238,540.9963485873861,-1575.9062119847313,-170.61995226184825,-14.254497223884298,26.109105664799404,26,DEEP
tut_0239,543.5937485873815,-1575.8042119847314,-170.5958756850824,-14.253535410547652,19.798517418054292,26,DEEP
tut_0240,533.3040485873998,-1575.294211984732,-170.69126876175704,-14.249066657637396,25.310239780505757,26,DEEP
tut_0241,536.0013485873951,-1579.782211984726,-170.66620512043596,-14.289611885106925,25.41112052874061,27,DEEP
tut_0242,538.9983485873897,-1580.496211984725,-170.63840780187402,-14.296026997273433,24.27388856991945,27,DEEP
tut_0243,529.5078485874067,-1586.412211984717,-170.72633795620445,-14.349634856678659,19.73380195410204,27,DEEP
